event_id,household_id,stock_id,product_id,product_name,action_type,quantity,timestamp,expiry_date,classification,location,category_name,dias_para_vencer,nutriscore,calories_100g,proteins_100g,carbs_100g
2876e294-1,0,037b6c03,39877,Organic Granny Smith Apple,IN,1,2026-02-18T14:39:36.000000,2026-02-25,Purchase,Refrigerador,Frutas y Verduras,7,,,0.266,14.1
bfd97569-d,2,0863ef20,28985,Michigan Organic Kale,OUT,1,2026-04-27T22:59:36.000000,2026-04-26,Waste,Refrigerador,Frutas y Verduras,-1,A,35.0,2.92,4.42
49acdbfd-b,4,7e6eedb0,27104,Fresh Cauliflower,OUT,1,2026-03-16T11:53:36.000000,2026-03-23,Consumption,Refrigerador,Frutas y Verduras,7,B,52.0,1.94,5.01
361acc44-9,2,d2f5b408,24964,Organic Garlic,IN,1,2026-03-05T15:57:36.000000,2026-03-12,Purchase,Refrigerador,Frutas y Verduras,7,C,167.0,0.0,33.3
10a3c47b-e,5,f635fd11,24964,Organic Garlic,OUT,1,2026-02-19T23:59:59.000000,2026-02-16,Forced_Waste,Refrigerador,Frutas y Verduras,-3,C,167.0,0.0,33.3
43846eb1-4,5,ea7e35a8,44632,Sparkling Water Grapefruit,OUT,1,2026-03-26T06:37:36.000000,2026-04-22,Consumption,Estante,Bebidas,27,A,36.0,0.58,9.15
95d9f885-b,8,723a886c,45066,Honeycrisp Apple,OUT,1,2026-02-09T12:53:36.000000,2026-02-16,Consumption,Refrigerador,Frutas y Verduras,7,A,2.0,0.0,3.81
db9f09b1-a,8,5c52da42,47626,Large Lemon,IN,1,2026-03-25T10:22:36.000000,2026-04-01,Purchase,Refrigerador,Frutas y Verduras,7,B,55.0,10.7,2.36
20e6e70a-f,8,bfe2b0e3,21616,Organic Baby Arugula,OUT,2,2026-04-07T21:56:36.000000,2026-04-06,Waste,Refrigerador,Frutas y Verduras,-1,A,25.0,2.82,3.52
4e6c2646-7,6,12c0fea7,5876,Organic Lemon,OUT,2,2026-03-31T19:45:36.000000,2026-04-07,Consumption,Refrigerador,Frutas y Verduras,7,D,300.0,0.0,6.67
d5a5b6fc-9,3,53e39403,39275,Organic Blueberries,IN,1,2026-04-16T19:57:36.000000,2026-04-23,Purchase,Refrigerador,Frutas y Verduras,7,B,57.0,0.71,12.1
a8a11475-f,9,f7a3f9bf,16797,Strawberries,IN,2,2026-02-26T15:33:36.000000,2026-03-05,Purchase,Refrigerador,Frutas y Verduras,7,,,1.43,8.57
d08db391-0,2,d5f44b2d,10749,Organic Red Bell Pepper,OUT,2,2026-03-10T23:59:59.000000,2026-03-07,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,0.896,6.65
90a0253b-4,6,ee95b11a,8277,Apple Honeycrisp Organic,OUT,1,2026-02-07T00:30:36.000000,2026-02-13,Consumption,Refrigerador,Frutas y Verduras,6,,,0.102,14.7
57dbc644-f,0,7dd27efa,34126,Organic Italian Parsley Bunch,OUT,1,2026-03-17T08:16:36.000000,2026-03-15,Waste,Refrigerador,Frutas y Verduras,-2,D,392.0,7.43,76.25
487ae3e3-1,6,571b89b4,46979,Asparagus,IN,2,2026-03-30T11:26:36.000000,2026-04-06,Purchase,Refrigerador,Frutas y Verduras,7,A,18.0,2.35,3.53
a1d8a4bf-d,8,ac2b6e9c,47209,Organic Hass Avocado,IN,3,2026-02-26T16:42:36.000000,2026-03-05,Purchase,Refrigerador,Frutas y Verduras,7,,,1.81,8.32
ad239ef6-f,1,57d9277d,41950,Organic Tomato Cluster,IN,1,2026-04-01T15:48:36.000000,2026-04-08,Purchase,Refrigerador,Frutas y Verduras,7,A,28.0,2.98,5.06
dd0f3210-2,0,df6a7183,5077,100% Whole Wheat Bread,OUT,1,2026-04-27T16:55:36.000000,2026-04-29,Consumption,Despensa,Panaderia y Granos,2,C,256.0,11.6,48.8
e1ba1907-c,1,99798fdf,31717,Organic Cilantro,OUT,2,2026-02-15T03:33:36.000000,2026-02-19,Consumption,Refrigerador,Frutas y Verduras,4,A,0.0,0.0,0.0
57ddf481-3,2,7f1af1f7,4605,Yellow Onions,IN,2,2026-03-05T16:04:36.000000,2026-03-12,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,7.43
f1646059-7,9,08700769,42265,Organic Baby Carrots,OUT,3,2026-03-09T23:59:59.000000,2026-03-06,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,35.0,1.18,8.24
e5300320-6,8,04840349,22935,Organic Yellow Onion,IN,1,2026-02-28T10:52:36.000000,2026-03-07,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,7.43
8287f5ed-6,2,074580d5,24964,Organic Garlic,IN,2,2026-03-20T10:55:36.000000,2026-03-27,Purchase,Refrigerador,Frutas y Verduras,7,C,167.0,0.0,33.3
34b0cfa0-2,4,6b2aec74,44632,Sparkling Water Grapefruit,IN,2,2026-02-11T11:17:36.000000,2026-03-13,Purchase,Estante,Bebidas,30,A,36.0,0.58,9.15
d1bfe16e-d,5,fdafbc00,26604,Organic Blackberries,OUT,1,2026-02-23T00:00:36.000000,2026-02-21,Waste,Refrigerador,Frutas y Verduras,-2,B,59.0,1.47,15.4
60910e81-7,8,d7bbabda,31717,Organic Cilantro,IN,2,2026-04-06T14:07:36.000000,2026-04-13,Purchase,Refrigerador,Frutas y Verduras,7,A,0.0,0.0,0.0
6f9879cc-4,8,e5a57cc5,13176,Bag of Organic Bananas,IN,1,2026-04-08T14:25:36.000000,2026-04-15,Purchase,Refrigerador,Frutas y Verduras,7,D,346.0,3.89,88.3
231e2e79-a,1,245f3ea0,45007,Organic Zucchini,OUT,3,2026-02-24T03:47:36.000000,2026-02-24,Consumption,Refrigerador,Frutas y Verduras,0,A,21.0,1.05,4.21
446155c6-9,2,deffcf6b,28204,Organic Fuji Apple,IN,1,2026-03-27T12:25:36.000000,2026-04-03,Purchase,Refrigerador,Frutas y Verduras,7,D,400.0,0.0,90.0
b662795a-1,5,518193a6,31717,Organic Cilantro,OUT,1,2026-04-23T12:06:36.000000,2026-04-29,Consumption,Refrigerador,Frutas y Verduras,6,A,0.0,0.0,0.0
0169bbde-d,2,79fac57e,8277,Apple Honeycrisp Organic,IN,1,2026-03-09T16:41:36.000000,2026-03-16,Purchase,Refrigerador,Frutas y Verduras,7,,,0.102,14.7
e4786bda-7,0,3cc6d3df,5876,Organic Lemon,IN,3,2026-02-23T15:12:36.000000,2026-03-02,Purchase,Refrigerador,Frutas y Verduras,7,D,300.0,0.0,6.67
01da5e52-2,2,d25238e6,27845,Organic Whole Milk,OUT,3,2026-02-11T10:40:36.000000,2026-02-22,Consumption,Refrigerador,Lacteos y Refrigerados,11,B,62.0,3.39,5.08
6ee674a9-4,6,a391b703,47209,Organic Hass Avocado,OUT,1,2026-05-01T09:21:36.000000,2026-05-03,Consumption,Refrigerador,Frutas y Verduras,2,,,1.81,8.32
ed58048a-2,0,b8481904,4920,Seedless Red Grapes,OUT,1,2026-03-29T17:51:36.000000,2026-03-27,Waste,Refrigerador,Frutas y Verduras,-2,B,71.0,1.18,17.6
6c47f947-f,7,81969509,42265,Organic Baby Carrots,OUT,2,2026-04-25T13:46:36.000000,2026-04-30,Consumption,Refrigerador,Frutas y Verduras,5,A,35.0,1.18,8.24
d0b5556d-2,4,14239961,19057,Organic Large Extra Fancy Fuji Apple,OUT,1,2026-03-09T23:59:59.000000,2026-03-06,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,0.148,15.7
40ddd310-1,6,223dba54,41950,Organic Tomato Cluster,IN,3,2026-03-12T14:11:36.000000,2026-03-19,Purchase,Refrigerador,Frutas y Verduras,7,A,28.0,2.98,5.06
729d0691-c,1,86ab0eea,5077,100% Whole Wheat Bread,IN,3,2026-04-17T10:41:36.000000,2026-05-01,Purchase,Despensa,Panaderia y Granos,14,C,256.0,11.6,48.8
262d3032-7,9,23ec9d83,27104,Fresh Cauliflower,OUT,2,2026-04-27T04:53:36.000000,2026-05-03,Consumption,Refrigerador,Frutas y Verduras,6,B,52.0,1.94,5.01
f5a0b610-3,0,5dce0cba,35951,Organic Unsweetened Almond Milk,OUT,1,2026-02-28T23:46:36.000000,2026-03-10,Consumption,Refrigerador,Lacteos y Refrigerados,10,A,15.0,0.55,0.34
bef7a52c-6,1,d769ced2,46979,Asparagus,OUT,1,2026-03-10T23:59:59.000000,2026-03-07,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,18.0,2.35,3.53
2561e12e-1,1,95740788,27086,Half & Half,IN,3,2026-02-27T18:16:36.000000,2026-03-11,Purchase,Refrigerador,Lacteos y Refrigerados,12,B,131.0,3.13,4.3
85ed17c2-d,1,ba453211,46979,Asparagus,IN,1,2026-03-02T13:19:36.000000,2026-03-09,Purchase,Refrigerador,Frutas y Verduras,7,A,18.0,2.35,3.53
347b9a62-f,2,225e876d,39275,Organic Blueberries,OUT,1,2026-03-27T23:59:59.000000,2026-03-24,Forced_Waste,Refrigerador,Frutas y Verduras,-3,B,57.0,0.71,12.1
54b80d3b-0,2,cb410abc,47766,Organic Avocado,OUT,3,2026-04-26T12:17:36.000000,2026-05-01,Consumption,Refrigerador,Frutas y Verduras,5,D,427.0,1.9,7.36
eea0d82c-7,4,d28aa38f,37646,Organic Gala Apples,IN,2,2026-04-27T10:50:36.000000,2026-05-04,Purchase,Refrigerador,Frutas y Verduras,7,B,52.0,0.32,14.3
a16f6337-8,4,7bb5fc0f,21616,Organic Baby Arugula,OUT,1,2026-04-07T07:31:36.000000,2026-04-13,Consumption,Refrigerador,Frutas y Verduras,6,A,25.0,2.82,3.52
c9eb1c06-7,1,b54e6797,5077,100% Whole Wheat Bread,OUT,1,2026-05-01T21:02:36.000000,2026-05-05,Consumption,Despensa,Panaderia y Granos,4,C,256.0,11.6,48.8
ca9655f7-2,3,431e8aa0,16797,Strawberries,IN,3,2026-02-02T10:20:36.000000,2026-02-09,Purchase,Refrigerador,Frutas y Verduras,7,,,1.43,8.57
d368aa03-6,4,487fdcbc,31717,Organic Cilantro,OUT,1,2026-03-31T21:46:36.000000,2026-04-07,Consumption,Refrigerador,Frutas y Verduras,7,A,0.0,0.0,0.0
5b293cc4-b,5,8ff26d5c,24964,Organic Garlic,OUT,2,2026-04-04T09:22:36.000000,2026-04-08,Consumption,Refrigerador,Frutas y Verduras,4,C,167.0,0.0,33.3
f28a8c35-4,5,bdc9acdd,17794,Carrots,OUT,1,2026-04-26T13:50:36.000000,2026-05-02,Consumption,Refrigerador,Frutas y Verduras,6,A,38.0,1.28,8.97
adf38a9a-5,7,5008d947,41950,Organic Tomato Cluster,OUT,1,2026-04-09T23:59:59.000000,2026-04-06,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,28.0,2.98,5.06
1a8644f1-6,2,6d84380b,47626,Large Lemon,IN,3,2026-03-24T22:42:36.000000,2026-03-31,Purchase,Refrigerador,Frutas y Verduras,7,B,55.0,10.7,2.36
22e7de99-2,8,e8b7064a,41950,Organic Tomato Cluster,IN,1,2026-04-16T14:29:36.000000,2026-04-23,Purchase,Refrigerador,Frutas y Verduras,7,A,28.0,2.98,5.06
af056ec0-7,8,b0670afd,21616,Organic Baby Arugula,OUT,2,2026-02-28T22:52:36.000000,2026-03-04,Consumption,Refrigerador,Frutas y Verduras,4,A,25.0,2.82,3.52
819f3851-1,3,0e4520ff,47209,Organic Hass Avocado,OUT,1,2026-02-10T05:18:36.000000,2026-02-16,Consumption,Refrigerador,Frutas y Verduras,6,,,1.81,8.32
3200ea1a-a,1,8f320240,44359,Organic Small Bunch Celery,OUT,3,2026-03-27T23:59:59.000000,2026-03-24,Forced_Waste,Refrigerador,Frutas y Verduras,-3,D,392.0,7.43,76.25
e3fa7787-7,3,a5541713,42265,Organic Baby Carrots,OUT,1,2026-03-26T05:23:36.000000,2026-04-01,Consumption,Refrigerador,Frutas y Verduras,6,A,35.0,1.18,8.24
be532d27-4,3,f09c8203,22935,Organic Yellow Onion,IN,1,2026-04-30T20:19:36.000000,2026-05-07,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,7.43
6bd7038a-6,6,c3ed6741,24964,Organic Garlic,IN,1,2026-03-30T11:21:36.000000,2026-04-06,Purchase,Refrigerador,Frutas y Verduras,7,C,167.0,0.0,33.3
d99f8252-a,0,34b35e79,44632,Sparkling Water Grapefruit,OUT,1,2026-02-14T03:58:36.000000,2026-03-13,Consumption,Estante,Bebidas,27,A,36.0,0.58,9.15
b583f657-3,1,9c13877f,28985,Michigan Organic Kale,OUT,2,2026-03-15T20:27:36.000000,2026-03-17,Consumption,Refrigerador,Frutas y Verduras,2,A,35.0,2.92,4.42
ebfedb75-d,7,f5c2fc95,30489,Original Hummus,OUT,1,2026-02-21T02:37:36.000000,2026-02-23,Consumption,Refrigerador,Congelados,2,C,214.0,7.14,14.3
22083de0-5,5,5db0a28b,44632,Sparkling Water Grapefruit,IN,1,2026-03-12T11:16:36.000000,2026-04-11,Purchase,Estante,Bebidas,30,A,36.0,0.58,9.15
73bbae01-3,7,4646c62f,27104,Fresh Cauliflower,OUT,1,2026-03-29T23:59:59.000000,2026-03-26,Forced_Waste,Refrigerador,Frutas y Verduras,-3,B,52.0,1.94,5.01
aef4b59c-b,1,e3313157,22935,Organic Yellow Onion,OUT,3,2026-02-22T23:59:59.000000,2026-02-19,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,30.0,0.68,7.43
fc8d81a6-1,9,3ddf1c1d,35951,Organic Unsweetened Almond Milk,IN,2,2026-02-25T10:21:36.000000,2026-03-09,Purchase,Refrigerador,Lacteos y Refrigerados,12,A,15.0,0.55,0.34
b2a935d3-b,7,10c6aa36,27966,Organic Raspberries,OUT,1,2026-04-20T18:21:36.000000,2026-04-23,Consumption,Refrigerador,Frutas y Verduras,3,B,50.0,1.43,12.1
3fe6ecca-2,2,bc423fb8,27966,Organic Raspberries,IN,2,2026-02-16T10:59:36.000000,2026-02-23,Purchase,Refrigerador,Frutas y Verduras,7,B,50.0,1.43,12.1
efeea0e9-8,6,14d73b3e,28985,Michigan Organic Kale,OUT,1,2026-03-02T11:42:36.000000,2026-03-02,Consumption,Refrigerador,Frutas y Verduras,0,A,35.0,2.92,4.42
2ea45e92-b,1,8bdd426a,8518,Organic Red Onion,IN,1,2026-04-26T17:37:36.000000,2026-05-03,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,6.76
714d4183-e,3,d2cb9c63,4605,Yellow Onions,IN,1,2026-03-19T19:29:36.000000,2026-03-26,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,7.43
ce4bb2f4-5,3,27582151,8518,Organic Red Onion,OUT,1,2026-04-27T04:27:36.000000,2026-04-24,Waste,Refrigerador,Frutas y Verduras,-3,A,30.0,0.68,6.76
7d2d1bfd-d,1,e29bbc80,21903,Organic Baby Spinach,OUT,1,2026-03-22T07:49:36.000000,2026-03-24,Consumption,Refrigerador,Frutas y Verduras,2,A,23.0,2.68,3.36
af3cc7e8-0,7,721ec0d0,13176,Bag of Organic Bananas,OUT,1,2026-02-18T23:59:59.000000,2026-02-15,Forced_Waste,Refrigerador,Frutas y Verduras,-3,D,346.0,3.89,88.3
365972ad-5,0,227a6169,37646,Organic Gala Apples,OUT,1,2026-02-05T06:56:36.000000,2026-02-09,Consumption,Refrigerador,Frutas y Verduras,4,B,52.0,0.32,14.3
82361b06-b,3,074eebd8,47766,Organic Avocado,IN,3,2026-03-26T12:14:36.000000,2026-04-02,Purchase,Refrigerador,Frutas y Verduras,7,D,427.0,1.9,7.36
b4c3dfcc-4,9,8f4f10b8,34126,Organic Italian Parsley Bunch,OUT,2,2026-05-01T23:59:59.000000,2026-04-28,Forced_Waste,Refrigerador,Frutas y Verduras,-3,D,392.0,7.43,76.25
ea2d6230-2,2,14a87487,21616,Organic Baby Arugula,OUT,1,2026-04-02T05:00:36.000000,2026-04-08,Consumption,Refrigerador,Frutas y Verduras,6,A,25.0,2.82,3.52
f6a3c1a6-9,6,1a0a31a8,44359,Organic Small Bunch Celery,IN,2,2026-03-25T14:48:36.000000,2026-04-01,Purchase,Refrigerador,Frutas y Verduras,7,D,392.0,7.43,76.25
29d432e3-4,5,63f3aa44,8518,Organic Red Onion,OUT,2,2026-03-10T23:39:36.000000,2026-03-17,Consumption,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,6.76
668a3930-0,8,329086e4,46979,Asparagus,OUT,1,2026-03-06T20:08:36.000000,2026-03-12,Consumption,Refrigerador,Frutas y Verduras,6,A,18.0,2.35,3.53
f0f1f604-3,3,fe081857,27845,Organic Whole Milk,IN,2,2026-03-15T19:34:36.000000,2026-03-27,Purchase,Refrigerador,Lacteos y Refrigerados,12,B,62.0,3.39,5.08
c177211a-f,8,09cbb2ca,28985,Michigan Organic Kale,OUT,2,2026-02-26T09:22:36.000000,2026-03-03,Consumption,Refrigerador,Frutas y Verduras,5,A,35.0,2.92,4.42
ebea4c14-0,7,98406562,5077,100% Whole Wheat Bread,IN,3,2026-03-10T15:53:36.000000,2026-03-24,Purchase,Despensa,Panaderia y Granos,14,C,256.0,11.6,48.8
29a1d36a-e,8,e889a2c7,42265,Organic Baby Carrots,IN,2,2026-04-10T12:35:36.000000,2026-04-17,Purchase,Refrigerador,Frutas y Verduras,7,A,35.0,1.18,8.24
a5d82b04-0,1,be9713ac,44359,Organic Small Bunch Celery,OUT,3,2026-02-03T21:45:36.000000,2026-02-10,Consumption,Refrigerador,Frutas y Verduras,7,D,392.0,7.43,76.25
c100d98e-0,2,ed958c55,26209,Limes,IN,2,2026-03-24T22:35:36.000000,2026-03-31,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.0,10.4
afcfd0d8-b,6,1f264237,13176,Bag of Organic Bananas,OUT,1,2026-02-11T12:58:36.000000,2026-02-15,Consumption,Refrigerador,Frutas y Verduras,4,D,346.0,3.89,88.3
e7c11ec4-0,5,9e4cff00,22035,Organic Whole String Cheese,OUT,1,2026-04-26T23:59:59.000000,2026-04-23,Forced_Waste,Refrigerador,Lacteos y Refrigerados,-3,B,50.0,1.45,6.25
e97cffb9-b,0,8ecd8a50,39877,Organic Granny Smith Apple,OUT,2,2026-03-25T21:36:36.000000,2026-03-23,Waste,Refrigerador,Frutas y Verduras,-2,,,0.266,14.1
c499aa48-4,4,7b3a0c85,44359,Organic Small Bunch Celery,OUT,2,2026-02-18T04:56:36.000000,2026-02-21,Consumption,Refrigerador,Frutas y Verduras,3,D,392.0,7.43,76.25
0bb48ae7-6,5,980cc59f,21616,Organic Baby Arugula,IN,3,2026-04-01T08:39:36.000000,2026-04-08,Purchase,Refrigerador,Frutas y Verduras,7,A,25.0,2.82,3.52
591f74df-b,8,f0749a13,8277,Apple Honeycrisp Organic,OUT,1,2026-03-23T11:28:36.000000,2026-03-26,Consumption,Refrigerador,Frutas y Verduras,3,,,0.102,14.7
4c2727bf-a,0,63e42fcb,21616,Organic Baby Arugula,OUT,2,2026-03-14T23:59:59.000000,2026-03-11,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,25.0,2.82,3.52
7d1ef4c9-7,4,f018d495,16797,Strawberries,OUT,2,2026-03-30T05:52:36.000000,2026-03-27,Waste,Refrigerador,Frutas y Verduras,-3,,,1.43,8.57
3455c98c-e,1,35c31b42,34126,Organic Italian Parsley Bunch,OUT,1,2026-03-05T23:59:59.000000,2026-03-02,Forced_Waste,Refrigerador,Frutas y Verduras,-3,D,392.0,7.43,76.25
eb795ec5-d,1,656cd408,41950,Organic Tomato Cluster,IN,1,2026-04-30T22:14:36.000000,2026-05-07,Purchase,Refrigerador,Frutas y Verduras,7,A,28.0,2.98,5.06
baa20cf1-3,0,593991ac,47626,Large Lemon,OUT,1,2026-03-03T20:45:36.000000,2026-03-04,Consumption,Refrigerador,Frutas y Verduras,1,B,55.0,10.7,2.36
167a4439-0,1,5236353e,4605,Yellow Onions,OUT,1,2026-02-05T18:21:36.000000,2026-02-10,Consumption,Refrigerador,Frutas y Verduras,5,A,30.0,0.68,7.43
ded45be0-1,8,d7bbabda,31717,Organic Cilantro,OUT,2,2026-04-16T23:59:59.000000,2026-04-13,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,0.0,0.0,0.0
39871148-a,1,e2f172d1,21137,Organic Strawberries,IN,1,2026-02-22T21:08:36.000000,2026-03-01,Purchase,Refrigerador,Frutas y Verduras,7,,,1.43,8.57
56fb7bca-c,1,8dc5ab49,49235,Organic Half & Half,OUT,1,2026-03-04T02:55:36.000000,2026-03-01,Waste,Refrigerador,Lacteos y Refrigerados,-3,B,131.0,3.13,4.3
41230b13-0,3,6c25369b,21616,Organic Baby Arugula,IN,3,2026-03-28T08:00:36.000000,2026-04-04,Purchase,Refrigerador,Frutas y Verduras,7,A,25.0,2.82,3.52
1495cca5-8,2,d1d0cdb1,27966,Organic Raspberries,OUT,1,2026-04-27T15:34:36.000000,2026-05-04,Consumption,Refrigerador,Frutas y Verduras,7,B,50.0,1.43,12.1
8ae32295-a,4,70a2fb7b,43352,Raspberries,IN,1,2026-04-19T12:34:36.000000,2026-04-26,Purchase,Refrigerador,Frutas y Verduras,7,B,50.0,1.43,12.1
66635eb2-f,4,50ed9cd6,21903,Organic Baby Spinach,OUT,1,2026-04-07T18:51:36.000000,2026-04-06,Waste,Refrigerador,Frutas y Verduras,-1,A,23.0,2.68,3.36
5caca5d7-e,4,f510519b,4920,Seedless Red Grapes,IN,2,2026-03-06T19:03:36.000000,2026-03-13,Purchase,Refrigerador,Frutas y Verduras,7,B,71.0,1.18,17.6
35141f9e-0,5,dc520e7e,27104,Fresh Cauliflower,IN,1,2026-04-03T13:03:36.000000,2026-04-10,Purchase,Refrigerador,Frutas y Verduras,7,B,52.0,1.94,5.01
cd81a4f5-4,8,8f61d010,9076,Blueberries,OUT,2,2026-03-19T18:47:36.000000,2026-03-25,Consumption,Despensa,Despensa General,6,B,57.0,0.71,12.1
5a6d5832-0,4,69b96b5e,4920,Seedless Red Grapes,OUT,1,2026-02-18T08:20:36.000000,2026-02-16,Waste,Refrigerador,Frutas y Verduras,-2,B,71.0,1.18,17.6
5b80d647-3,8,b6e7d98f,8277,Apple Honeycrisp Organic,IN,2,2026-05-01T08:56:36.000000,2026-05-08,Purchase,Refrigerador,Frutas y Verduras,7,,,0.102,14.7
4417a08d-0,4,7e8cb180,27104,Fresh Cauliflower,IN,2,2026-04-03T10:47:36.000000,2026-04-10,Purchase,Refrigerador,Frutas y Verduras,7,B,52.0,1.94,5.01
26913d93-b,7,29f45626,24964,Organic Garlic,OUT,1,2026-03-06T23:59:59.000000,2026-03-03,Forced_Waste,Refrigerador,Frutas y Verduras,-3,C,167.0,0.0,33.3
675661a8-d,9,e10ee5f2,26209,Limes,OUT,1,2026-02-22T01:08:36.000000,2026-02-25,Consumption,Refrigerador,Frutas y Verduras,3,A,30.0,0.0,10.4
c35e5183-6,6,d7070cbe,28204,Organic Fuji Apple,IN,2,2026-02-14T09:46:36.000000,2026-02-21,Purchase,Refrigerador,Frutas y Verduras,7,D,400.0,0.0,90.0
36797cff-1,9,f456be02,24852,Banana,IN,2,2026-04-19T16:51:36.000000,2026-04-26,Purchase,Refrigerador,Frutas y Verduras,7,D,312.0,12.5,40.6
cb7b8061-3,3,1c2aa0b1,35951,Organic Unsweetened Almond Milk,OUT,1,2026-04-08T08:33:36.000000,2026-04-15,Consumption,Refrigerador,Lacteos y Refrigerados,7,A,15.0,0.55,0.34
baa8696a-e,4,c94526e1,9076,Blueberries,OUT,1,2026-03-15T23:59:59.000000,2026-03-12,Forced_Waste,Despensa,Despensa General,-3,B,57.0,0.71,12.1
3cc92224-8,4,7a58d88a,4920,Seedless Red Grapes,IN,3,2026-03-17T18:00:36.000000,2026-03-24,Purchase,Refrigerador,Frutas y Verduras,7,B,71.0,1.18,17.6
2f4ceb04-8,8,7599c52d,5077,100% Whole Wheat Bread,OUT,1,2026-03-27T10:29:36.000000,2026-04-03,Consumption,Despensa,Panaderia y Granos,7,C,256.0,11.6,48.8
8df370aa-f,5,eef87df3,19057,Organic Large Extra Fancy Fuji Apple,OUT,2,2026-02-21T23:19:36.000000,2026-02-19,Waste,Refrigerador,Frutas y Verduras,-2,,,0.148,15.7
6f2e127b-2,5,10a75695,46979,Asparagus,OUT,1,2026-03-09T12:24:36.000000,2026-03-08,Waste,Refrigerador,Frutas y Verduras,-1,A,18.0,2.35,3.53
91102704-a,3,1da70d5d,28204,Organic Fuji Apple,IN,2,2026-03-14T23:24:36.000000,2026-03-21,Purchase,Refrigerador,Frutas y Verduras,7,D,400.0,0.0,90.0
7823068f-8,2,67708996,28985,Michigan Organic Kale,OUT,1,2026-02-18T23:59:59.000000,2026-02-15,Forced_Waste,Refrigerador,Frutas y Verduras,-3,A,35.0,2.92,4.42
92172ad8-1,5,00452406,10749,Organic Red Bell Pepper,OUT,1,2026-03-09T23:59:59.000000,2026-03-06,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,0.896,6.65
a2f0f636-1,9,f1aee705,19057,Organic Large Extra Fancy Fuji Apple,OUT,1,2026-02-01T14:48:36.000000,2026-02-08,Consumption,Refrigerador,Frutas y Verduras,7,,,0.148,15.7
86462175-b,5,0cb9e04f,22935,Organic Yellow Onion,OUT,1,2026-03-23T21:11:36.000000,2026-03-30,Consumption,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,7.43
c1c24ed8-2,3,54232a27,44359,Organic Small Bunch Celery,IN,1,2026-04-22T18:08:36.000000,2026-04-29,Purchase,Refrigerador,Frutas y Verduras,7,D,392.0,7.43,76.25
d168c0bc-3,9,700bde03,5876,Organic Lemon,IN,1,2026-04-13T13:01:36.000000,2026-04-20,Purchase,Refrigerador,Frutas y Verduras,7,D,300.0,0.0,6.67
04eb2682-f,4,3e5640d5,5077,100% Whole Wheat Bread,IN,3,2026-02-14T08:54:36.000000,2026-02-28,Purchase,Despensa,Panaderia y Granos,14,C,256.0,11.6,48.8
48ddd1e2-1,5,a1f145ab,30489,Original Hummus,IN,1,2026-02-14T11:21:36.000000,2026-02-28,Purchase,Refrigerador,Congelados,14,C,214.0,7.14,14.3
1e1ddfb7-3,6,a621fbd8,27845,Organic Whole Milk,OUT,1,2026-03-31T19:09:36.000000,2026-04-06,Consumption,Refrigerador,Lacteos y Refrigerados,6,B,62.0,3.39,5.08
979d4dba-6,3,507bd314,39877,Organic Granny Smith Apple,OUT,1,2026-02-21T23:59:59.000000,2026-02-18,Forced_Waste,Refrigerador,Frutas y Verduras,-3,,,0.266,14.1
49dbbaf1-c,5,e128cb29,19660,Spring Water,OUT,1,2026-02-07T06:14:36.000000,2026-03-05,Consumption,Estante,Bebidas,26,A,0.0,0.0,0.0
e764792b-c,6,0ab8fb10,45007,Organic Zucchini,OUT,1,2026-04-14T07:27:36.000000,2026-04-20,Consumption,Refrigerador,Frutas y Verduras,6,A,21.0,1.05,4.21
19adff96-8,3,63e13fec,44359,Organic Small Bunch Celery,OUT,2,2026-02-20T11:51:36.000000,2026-02-25,Consumption,Refrigerador,Frutas y Verduras,5,D,392.0,7.43,76.25
cd035ed0-f,6,4c805451,28204,Organic Fuji Apple,IN,1,2026-04-29T20:00:36.000000,2026-05-06,Purchase,Refrigerador,Frutas y Verduras,7,D,400.0,0.0,90.0
2644eed6-5,5,f660438e,22935,Organic Yellow Onion,IN,2,2026-02-08T21:43:36.000000,2026-02-15,Purchase,Refrigerador,Frutas y Verduras,7,A,30.0,0.68,7.43
fa54762d-c,9,c00d9a49,46979,Asparagus,IN,2,2026-04-26T11:14:36.000000,2026-05-03,Purchase,Refrigerador,Frutas y Verduras,7,A,18.0,2.35,3.53
